,id,name,address,postalcode,city,birthday,phone,country,active,excluded,age
57,58,Nadiya Tarney,6885 Vera Point,,Xinbu,2002-01-17,382-114-7397,China,False,True,20
58,59,Matias Andor,9 Graedel Road,,Carabayllo,1947-07-19,915-589-7529,Peru,False,True,75
59,60,Catlaina Beardsdale,81 Helena Crossing,,Suidong,1988-04-01,287-814-4376,China,False,True,34
60,61,Giacinta Butchard,71412 Dwight Trail,3515,Ciervo Petiso,1985-11-08,136-974-4268,Argentina,False,False,37
61,62,Josefina Fairholme,845 Warrior Point,,Henglan,1960-06-06,668-534-2781,China,False,True,62
62,63,Garey Back,4312 Park Meadow Center,58300,Savonranta,2003-09-20,308-931-1423,Finland,True,False,19
63,64,Shawnee Kolodziejski,7 Oak Valley Place,,Maliq,2003-02-23,765-820-6018,Albania,False,False,19
64,65,Elise Stading,706 Luster Hill,43231,Columbus,1979-12-07,614-944-0075,United States,False,True,43
65,66,Benedicto Adelberg,161 Reindahl Hill,3700,Bayombong,1940-04-03,241-770-9183,Philippines,True,False,82
66,67,Hagen Diack,9 Havey Parkway,452607,Oktyabr’skiy,1972-04-25,382-820-2708,Russia,True,False,50
67,68,Sancho Osmond,38842 Lillian Way,,Kafr Zaytā,1966-05-02,506-992-9990,Syria,True,False,56
68,69,Duff Lewnden,9715 Reindahl Court,8308,Unidad,1940-07-27,535-139-2878,Philippines,True,False,82
69,70,Theadora Ghion,31 Oriole Street,8701,Uttar Char Fasson,1967-03-30,883-646-4614,Bangladesh,False,True,55
70,71,Cal McMychem,52217 Manitowish Pass,13654 CEDEX,Salon-de-Provence,1967-12-25,651-220-4818,France,True,False,55
71,72,Fifi Brend,1 Daystar Road,53284,Starigrad,1987-03-29,663-762-2520,Croatia,False,False,35
72,73,Ellerey Manley,12 Transport Point,99000-000,Passo Fundo,1976-11-12,165-609-2949,Brazil,False,False,46
73,74,Ginger Simoneschi,504 Chinook Alley,,Sayapullo,1944-08-25,918-312-7637,Peru,False,True,78
74,75,Una Chuter,52 Eastwood Street,,Diavatá,1987-07-29,196-487-0680,Greece,False,False,35
75,76,Dominga Bartoszinski,5991 Manufacturers Trail,,Hoktember,1971-12-07,567-923-8188,Armenia,False,False,51
76,77,Melisande Jeffcoat,9 Longview Center,,Bijeli,1982-09-22,141-684-6680,Indonesia,False,False,40
77,78,Aubert Rummer,4 Farmco Alley,6612,Liloan,1973-03-02,681-629-3452,Philippines,False,True,49
78,79,Sayre Carletto,3 Ohio Trail,,Xingyi,1955-07-07,933-252-2382,China,True,False,67
79,80,Patin McKeighan,92074 Dexter Court,56-210,Wąsosz,1988-07-22,566-704-3325,Poland,True,False,34
80,81,Iain Bird,82863 Vahlen Way,142143,Zhukovskiy,1961-03-05,704-626-0739,Russia,True,False,61
81,82,Selig Machent,15 Norway Maple Center,,Dawu Chengguanzhen,2001-09-03,497-310-7807,China,True,False,21
82,83,Stacie Castanyer,748 Glendale Park,,Jinnan,2003-11-30,525-497-2657,China,True,False,19
83,84,Bernadette Scollan,48054 Cambridge Crossing,,Tabu,1963-11-12,375-226-8507,Indonesia,True,False,59
84,85,Marris Pybworth,890 Debs Plaza,,Idi Rayeuk,1950-11-27,605-630-3449,Indonesia,True,False,72
85,86,Harrison Lonergan,180 Eggendart Hill,,Tewulike,1997-01-08,461-957-2656,China,True,False,25
86,87,Rosa Thomassin,761 Toban Crossing,,Azogues,1961-06-08,387-294-0757,Ecuador,True,False,61
87,88,Marieann Larvor,799 Laurel Parkway,,Subrag,1964-01-26,469-171-6795,China,True,False,58
88,89,Amerigo Hirthe,48170 Logan Parkway,92648,Huntington Beach,1965-01-25,949-547-1007,United States,True,False,57
89,90,Corrinne Rebillard,58782 Dryden Terrace,,Rijau,1960-09-22,999-144-2624,Nigeria,True,False,62
90,91,Otes Hilliam,86 Fulton Center,,Bashtanka,1977-06-25,235-460-1798,Ukraine,True,False,45
91,92,Briant Tolworthie,5374 Meadow Ridge Plaza,94734 CEDEX,Nogent-sur-Marne,1997-12-15,577-192-3093,France,False,True,25
92,93,Patrice Batchley,26 Hallows Terrace,13600-000,Araras,1976-08-22,338-818-5017,Brazil,False,True,46
93,94,Sergent Kettlestring,6125 Mitchell Crossing,463 42,Hodkovice nad Mohelkou,2000-08-02,833-358-0006,Czech Republic,False,True,22
94,95,Trenna Haddinton,6983 Dryden Center,1105,Matala,1954-07-27,751-525-4651,Philippines,True,False,68
95,96,Dmitri Tidmas,1384 Nelson Terrace,,Cipari,1994-12-27,533-912-7710,Indonesia,False,False,28
96,97,Reinwald Emeney,49814 Butterfield Road,,Jishan,1961-04-22,958-821-9968,China,False,True,61
97,98,Osborne Seebert,59 Northport Junction,692 81,Kumla,1989-09-09,128-684-9015,Sweden,False,True,33
98,99,Gradeigh Hovenden,5 Dayton Alley,,Changgou,1979-01-09,668-525-0450,China,False,True,43
99,100,Charmain Alesi,146 Kennedy Junction,,Karanganyar,2000-02-05,558-324-9483,Indonesia,False,False,22
100,101,Peri Wyllie,589 Stoughton Circle,63600-000,Senador Pompeu,1987-04-07,846-571-5486,Brazil,False,False,35
101,102,Shaughn Northeast,66 Calypso Parkway,,Thị Trấn Na Hang,1966-08-04,896-969-1094,Vietnam,False,False,56
102,103,Gianni Albutt,01 Caliangt Place,76420-000,Niquelândia,1977-04-04,564-630-8936,Brazil,False,False,45
103,104,Blakelee Fassam,442 Corscot Circle,6150,Grahamstown,1966-04-30,941-875-6176,South Africa,True,False,56
104,105,Weston Corradeschi,2149 Hoffman Parkway,,Ngaoundéré,1994-06-28,749-410-8280,Cameroon,True,False,28
105,106,Sigfrid Rockwill,09997 Sauthoff Pass,,Fufang,1996-06-07,838-748-0261,China,True,False,26
106,107,Jania O'Donoghue,15108 Riverside Trail,,Alurbulu,1974-03-26,777-525-9385,Indonesia,True,False,48
107,108,Ansley Toombes,54804 Tennessee Junction,93715,Fresno,1981-10-28,209-214-4622,United States,False,True,41
108,109,Norbie Ketton,5386 Evergreen Center,87490-000,Nova Olímpia,1974-11-29,907-175-5325,Brazil,True,False,48
109,110,Genny Hampe,5 Carey Drive,94972 CEDEX 9,Créteil,1970-03-25,734-894-3579,France,True,False,52
110,111,Kendall Willingam,1 Golden Leaf Street,,Kipini,1950-07-02,110-771-0104,Kenya,False,True,72
111,112,Flori Hariot,44 Village Court,,San Juan del Surutú,1968-04-19,612-486-2144,Bolivia,False,True,54
112,113,Valerye Inde,27 Florence Hill,,Geneng,1950-10-30,489-148-6250,Indonesia,False,False,72
113,114,Desiree Graham,5504 Mayer Hill,,Jindou,1977-02-26,253-345-5270,China,True,False,45
114,115,Tricia Paulot,4967 Carioca Road,56170,Hujra,1941-11-08,312-866-2930,Pakistan,True,False,81
115,116,Evin Tingly,4 Lakeland Junction,,Xinji,1962-04-03,113-654-7913,China,False,False,60
116,117,Lauritz Morrant,336 Portage Road,618824,Pashiya,1987-02-01,585-891-1335,Russia,False,False,35
117,118,Kylila Isaksen,01128 New Castle Street,,Madruga,1986-09-30,628-367-3730,Cuba,True,False,36
118,119,Berkley Jodlowski,17312 Morrow Plaza,30200,Ipoh,1964-05-30,153-318-9802,Malaysia,False,False,58
119,120,Mark Tokell,83793 Merry Park,,Sīnah,1942-10-28,302-495-6893,Iraq,True,False,80
120,121,Robinett Cannan,7175 Pennsylvania Junction,,Khashuri,2002-09-25,941-315-9578,Georgia,False,True,20
121,122,Sigismond Krale,44004 Oak Valley Pass,,Qishn,1981-01-10,824-598-9325,Yemen,True,False,41
122,123,Bjorn Lissaman,628 Dryden Point,C1B,Charlottetown,1947-03-02,355-950-3965,Canada,False,False,75
123,124,Josh Kunzel,60 3rd Point,,Gagarawa,1997-10-15,902-230-4380,Nigeria,True,False,25
124,125,Hana Dockrell,76 Pond Way,,Kamenica,1965-06-17,410-850-4723,Serbia,True,False,57
125,126,Karlie Fullick,36 Tony Point,,Nanxi,1999-06-25,448-868-8861,China,True,False,23
126,127,Charmion Thaxter,025 Maple Wood Point,P24,Kill,1979-06-05,167-234-7936,Ireland,False,False,43
127,128,Petunia Begin,978 Amoth Road,,Zhuli,1974-08-25,781-442-7167,China,True,False,48
128,129,Kendricks Scutts,96 Bellgrove Lane,33204,Gijon,1970-05-03,975-765-4444,Spain,False,True,52
129,130,Rebekah Going,091 Hazelcrest Court,,Tempursari Wetan,1966-06-18,910-975-3300,Indonesia,False,True,56
130,131,Arney Crocetto,9203 Spaight Court,28001,Utena,1986-04-04,743-310-3560,Lithuania,False,False,36
131,132,Ferdinanda Stallion,59164 Basil Parkway,,Randuboto,1957-01-28,837-123-1246,Indonesia,False,True,65
132,133,Brandi Backsal,6 Glendale Avenue,,Dagushan,1970-08-07,868-915-3009,China,False,True,52
133,134,Giovanni Lockhead,071 Eastlawn Point,74-320,Barlinek,1973-01-14,541-854-8069,Poland,True,False,49
134,135,Harlen Kerwood,25525 Hudson Way,36121,Mīrwāh Gorchani,1946-05-23,373-627-0146,Pakistan,False,False,76
135,136,Julian Oliver-Paull,52 Grover Parkway,,Próti,1955-03-22,750-738-8619,Greece,True,False,67
136,137,Siusan Varndell,32658 East Avenue,682071,Novyy Urgal,1941-01-26,931-641-3447,Russia,True,False,81
137,138,Keven Doddridge,56 Mitchell Crossing,,Tshaneni,1954-09-09,778-942-3561,Swaziland,False,False,68
138,139,Sara Schwandner,733 Haas Lane,1117,Gulod,1944-11-02,612-944-6436,Philippines,False,True,78
139,140,Hazlett Gehrtz,949 Express Way,03006 CEDEX,Moulins,1997-08-23,895-687-1437,France,True,False,25
140,141,Zitella Hayselden,9375 Manitowish Way,707018,San Onofre,1991-05-06,368-683-6425,Colombia,True,False,31
141,142,Alyssa Dunseath,949 Springs Place,,Krajan Satu,1961-01-05,693-899-9637,Indonesia,False,True,61
142,143,Kirsten Daveren,441 Golf View Circle,6126,Dobdoban,1984-01-14,376-919-4666,Philippines,True,False,38
143,144,Rip Ollet,5668 Scofield Terrace,3126,Bicos,1967-12-08,774-774-7603,Philippines,False,False,55
144,145,Bronny Brazelton,449 Hoffman Place,1659,Vito,1943-11-13,575-841-6568,Philippines,True,False,79
145,146,Denna Headrick,1720 Messerschmidt Pass,86054 CEDEX 9,Poitiers,2000-11-28,670-764-5578,France,True,False,22
146,147,Waneta Rumney,226 Michigan Terrace,,Kyzyl-Kyya,1994-06-18,651-103-5975,Kyrgyzstan,False,True,28
147,148,Savina Jerschke,76 Pine View Avenue,,Cerro Colorado,1975-06-08,198-571-1552,Uruguay,True,False,47
148,149,Malanie Boundy,5605 Wayridge Trail,,Novi Karlovci,2002-10-27,931-800-2765,Serbia,True,False,20
149,150,Dukey Chalmers,8 Charing Cross Avenue,,Xijiang,1975-11-23,814-438-9036,China,True,False,47
150,151,Ned Fossett,8 Twin Pines Hill,G7S,Boissevain,1975-04-18,693-397-6108,Canada,False,True,47
151,152,Helenka Lockney,15285 Nova Terrace,,Dongshi,1973-09-16,147-101-6874,China,False,True,49
152,153,Shea Wandrey,5 Mariners Cove Plaza,J7Z,Saint-Jérôme,1952-02-23,200-726-0831,Canada,False,False,70
153,154,Brandise Otter,53 Michigan Terrace,115 22,Stockholm,1975-01-05,482-591-3178,Sweden,False,True,47
154,155,Elwood Stearndale,15304 Straubel Park,,Mujur Satu,1961-11-13,998-940-8728,Indonesia,True,False,61
155,156,Monroe Feehily,37 Sutherland Pass,,Pulap,1941-06-05,592-928-1765,Micronesia,True,False,81
156,157,Sibbie Debow,0105 Loomis Plaza,D6W,Ballyboden,2002-03-25,315-713-2739,Ireland,True,False,20
157,158,Brady Ventris,3 Susan Drive,21-580,Wisznice,1978-03-30,319-577-9774,Poland,True,False,44
158,159,Loutitia Garmon,3 Warbler Road,352808,Tuapse,1998-11-01,327-866-9847,Russia,True,False,24
159,160,Dulcy Portwain,7 Holmberg Place,36408,El Refugio,1945-05-11,521-490-6864,Mexico,False,False,77
160,161,Karon Gledhill,50576 Dwight Crossing,,Tyshkivka,1969-04-06,476-404-2197,Ukraine,False,True,53
161,162,Merill Picford,3 Bellgrove Plaza,2200-003,Abrantes,1993-01-26,463-792-5867,Portugal,True,False,29
162,163,Brandy Sydry,156 Algoma Plaza,614551,Bershet’,1987-04-18,474-805-6689,Russia,False,False,35
163,164,Hermione Battman,62888 Erie Drive,,Apengjiang,1960-02-06,444-233-7601,China,True,False,62
164,165,Diego Shildrake,2 Golf Crossing,,Couva,1998-04-25,309-847-0966,Trinidad and Tobago,False,True,24
165,166,Pandora Bunson,74581 Roxbury Hill,,Yidu,1974-07-21,965-591-5012,China,False,True,48
166,167,Ellwood Kubczak,5 Sloan Trail,,Pinsk,1956-01-09,490-654-4719,Belarus,True,False,66
167,168,Fremont Sambells,92280 Express Drive,,Jiutai,1964-09-15,192-977-5655,China,True,False,58
168,169,Llewellyn Bosward,0 Thompson Trail,,Quebrada de Arena,1994-03-03,851-924-0726,Honduras,True,False,28
169,170,Bernadette Birtonshaw,522 Towne Lane,,Huangjingba,1986-05-21,887-179-4732,China,True,False,36
170,171,Randi Glassborow,4 Moland Parkway,382 72,Dolní Dvořiště,1997-02-02,560-514-8260,Czech Republic,True,False,25
171,172,Moselle Beeres,6 Gateway Trail,446209,Novokuybyshevsk,1944-07-25,478-201-9600,Russia,True,False,78
172,173,Kris Kaliszewski,1 Morning Parkway,,Bijie,1969-03-09,533-302-1630,China,False,True,53
173,174,Olly Faunch,47173 Browning Center,,Junliangcheng,1972-01-16,533-610-7288,China,False,False,50
174,175,Tamarah Siemens,86583 Moose Terrace,80217,Denver,1947-10-23,303-385-6605,United States,False,False,75
175,176,Elysha Harwin,7675 Dwight Center,03009,San Bartolomé Milpas Altas,2001-04-14,430-383-2611,Guatemala,True,False,21
176,177,Leeland Carren,1647 Grayhawk Way,,Bali,1976-12-22,688-136-2650,Cameroon,True,False,46
177,178,Bentley Gair,287 Cottonwood Road,,Kalinkavichy,1979-05-16,588-985-9495,Belarus,False,False,43
178,179,Leicester Geaney,4 Kenwood Lane,,Tangtou,1953-09-12,350-718-4099,China,False,False,69
179,180,Sissy Jerzak,31 American Ash Lane,,Bayramaly,1994-05-26,312-888-0056,Turkmenistan,False,False,28
180,181,Rosita Troop,34577 Pond Place,,Wamba,1968-04-25,713-412-5577,Democratic Republic of the Congo,False,True,54
181,182,Horatia Quadri,2 Carberry Alley,5571,Levin,1977-11-06,121-975-6939,New Zealand,False,True,45
182,183,Marti Halford,1920 Hansons Plaza,823 80,Kilafors,1994-08-26,152-549-5350,Sweden,True,False,28
183,184,Andeee Gamlen,52516 Badeau Parkway,6530,Limon,1961-02-23,668-846-0385,Philippines,False,False,61
184,185,Sileas Janssens,4717 Esch Trail,1295,Rotunda,1967-04-10,171-170-7306,Philippines,True,False,55
185,186,Kipper Stainton - Skinn,8 Stuart Avenue,956-0861,Kitakami,1946-12-21,448-674-4572,Japan,True,False,76
186,187,Gratiana Lantiffe,07 Hanson Park,6012,Nailong,1949-11-28,553-636-8441,Philippines,True,False,73
187,188,Gareth Rawsthorne,60 Mendota Alley,4620-207,Engenho,1990-01-16,488-162-7087,Portugal,True,False,32
188,189,Zak Laughren,1606 Hermina Alley,162017,Kamenka,1977-07-28,344-538-7845,Russia,False,True,45
189,190,Bruce Macklam,58 5th Trail,,Zhangjiachang,1979-11-17,387-450-2726,China,True,False,43
190,191,Coriss Puzey,96 Laurel Pass,9650-245,Lomba do Loução,1976-09-26,905-986-1719,Portugal,False,True,46
191,192,Theo Paoletto,247 Veith Alley,,Youxi Chengguanzhen,1942-05-22,819-742-1723,China,True,False,80
192,193,Geoffrey Byrom,17 Vernon Alley,6322,Ohrid,1970-08-10,870-294-6329,Macedonia,False,False,52
193,194,Konrad Squeers,124 Old Gate Road,,Sanshan,1958-09-26,204-385-6197,China,False,False,64
194,195,Glenna Camis,67519 Tony Crossing,,Kamwenge,1982-12-14,388-131-6382,Uganda,True,False,40
195,196,Dan Soppitt,069 Fairview Way,,Qŭshkŭpir,1954-11-16,746-310-8270,Uzbekistan,True,False,68
196,197,Ugo Kirk,143 Moulton Point,,Qiligang,1940-01-28,669-719-3189,China,False,True,82
197,198,Karalynn Rosenblatt,3 John Wall Court,2439,Vallehermoso,1988-05-21,833-497-4932,Philippines,False,True,34
198,199,Cullie Cops,0137 Almo Pass,,Cairo,1972-01-01,620-873-8399,Egypt,False,True,50
199,200,Tymothy Kornacki,293 Briar Crest Road,,Paucarbamba,1983-07-19,943-280-2645,Peru,False,False,39
200,201,Philly Kibard,24 Meadow Vale Lane,45306,Camino Real,1962-12-29,505-230-2538,Mexico,True,False,60
201,202,Helli Goadsby,379 Express Plaza,692831,Smolyaninovo,1986-10-25,972-574-9761,Russia,True,False,36
202,203,Waneta Astill,9726 Annamark Plaza,8023,Zürich,1940-04-10,609-316-7232,Switzerland,False,False,82
203,204,Towny Barhems,4 Northwestern Alley,,Nanhuang,1976-11-24,461-975-4217,China,True,False,46
204,205,Helga Surgenor,2 Helena Trail,WC2H,London,1992-11-09,177-300-8317,United Kingdom,True,False,30
205,206,Neile Grinikhin,01171 Old Shore Center,,Glondong,1994-04-21,338-154-1605,Indonesia,False,False,28
206,207,Lionel Gomby,72 East Road,,Jenzan,1989-06-12,396-372-5031,South Korea,True,False,33
207,208,Peder Mulcock,18979 Dwight Center,36408,El Refugio,2000-05-22,515-244-3082,Mexico,True,False,22
208,209,Harli Normadell,2 Division Circle,34360,Khlong Toei,1973-07-23,633-183-6872,Thailand,True,False,49
209,210,Deloris Bradneck,9094 Clarendon Trail,,Boshan,1985-05-11,714-548-8773,China,False,False,37
210,211,Inga Coulthard,222 Gina Plaza,,Yujiao,1963-05-30,319-787-5186,China,False,True,59
211,212,Renata Regis,225 4th Circle,37-120,Markowa,2002-11-05,161-768-0396,Poland,True,False,20
212,213,Orson Cremins,03 Cascade Center,,As Suwaydā’,1951-02-01,990-352-9348,Syria,False,False,71
213,214,Torre Waterson,9 Randy Junction,,Isak,1966-10-16,351-150-2774,Indonesia,False,True,56
214,215,Katlin Brennen,93260 Mcbride Junction,,Hoeryŏng,1942-06-18,115-503-4337,North Korea,False,False,80
215,216,Elly Tyson,552 Forster Junction,,Banjar Baleagung,1975-06-30,532-721-1381,Indonesia,False,True,47
216,217,Brianne Kurton,418 Ridge Oak Parkway,75120,Bang Khon Thi,1948-07-01,536-102-9326,Thailand,False,True,74
217,218,Fidela Worthy,2735 Pond Way,6227,San Juan,1941-11-23,466-154-5864,Philippines,True,False,81
218,219,Fransisco Kiljan,99 Columbus Way,4615-467,Calçada,1995-08-06,867-729-3821,Portugal,True,False,27
219,220,Cherianne Bushel,94970 Monument Park,181 77,Lidingö,1980-07-19,509-148-7818,Sweden,False,True,42
220,221,Diahann McGovern,180 Fremont Circle,K2R,Bells Corners,1946-12-30,154-187-6057,Canada,True,False,76
221,222,Nicole Ayres,4542 Beilfuss Junction,,Muhur,1976-12-14,655-411-8702,China,False,False,46
222,223,El Kegan,510 Melrose Crossing,93094,Simi Valley,1978-11-21,805-942-3089,United States,False,False,44
223,224,Torrin Stooders,265 Parkside Avenue,141032,Vatutino,1959-10-08,569-919-6889,Russia,True,False,63
224,225,Abeu Skarr,933 Springview Park,48005 CEDEX,Mende,1968-07-31,615-540-8346,France,False,False,54
225,226,Free D'Aubney,15 Donald Hill,,Lipu,1999-01-01,422-404-2984,China,False,False,23
226,227,Tuesday Yemm,66 Sycamore Trail,371 47,Karlskrona,1968-06-02,770-240-1405,Sweden,False,True,54
227,228,Rogerio Clute,2687 Stone Corner Point,33102,Cuauhtemoc,1988-08-02,710-248-0626,Mexico,True,False,34
228,229,Millard Scarce,2 Eagan Center,,Dalam,1982-12-13,298-823-6501,Indonesia,True,False,40
229,230,Abigale de Castelain,76494 Cardinal Road,SY4,Pentre,1970-02-11,259-798-7659,United Kingdom,False,False,52
230,231,Christa Wigley,35305 Merrick Street,,Falāvarjān,1970-11-11,587-558-1181,Iran,False,False,52
231,232,Merell Engelbrecht,758 Express Way,43901,Kinnula,1990-10-12,142-654-2543,Finland,False,True,32
232,233,Ekaterina Josifovitz,31015 Almo Street,90110,Pathum Thani,1956-07-30,406-290-6832,Thailand,True,False,66
233,234,Opalina Derr,0 Walton Point,,Potlot,1958-02-23,741-157-8602,Indonesia,True,False,64
234,235,Daisey Simmgen,0220 West Plaza,,Brusyliv,1949-05-18,480-851-3273,Ukraine,False,True,73
235,236,Benjamin Hiddy,2311 Hollow Ridge Park,88300,Paltamo,2003-11-04,986-353-6718,Finland,False,True,19
236,237,Beverie Bernardeschi,88492 Boyd Terrace,,Wenxian Chengguanzhen,1960-04-20,210-394-7318,China,False,True,62
237,238,Jake Sodo,120 Schlimgen Park,663246,Podkamennaya Tunguska,1942-08-20,228-919-4469,Russia,False,False,80
238,239,Sofie Skeleton,412 Blaine Terrace,99-210,Uniejów,1974-08-31,545-650-8540,Poland,False,False,48
239,240,Cirillo Elix,72 Atwood Junction,9400,Bella Vista,1944-10-25,385-715-5238,Argentina,True,False,78
240,241,Ardis Jakuszewski,2810 Coolidge Place,75396 CEDEX 08,Paris 08,1945-01-22,372-315-7664,France,False,False,77
241,242,Hiram Seyler,995 Carpenter Drive,250038,Madrid,1964-04-26,117-717-5066,Colombia,True,False,58
